route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_color,route_text_color,route_url
127366,BRAVO:ARR,4,Groote Wielen via CS - De Kruiskamp,,3,00ff00,000000,
127367,BRAVO:ARR,4,Groote Wielen via CS - De Kruiskamp,,3,,,
127368,BRAVO:ARR,5,Engelen - Centraal Station,,3,808040,000000,
127369,BRAVO:ARR,6,Empel - Centraal Station,,3,ff0080,000000,
127370,BRAVO:ARR,7,Maasoever - Centraal Station,,3,004000,ffffff,
127371,BRAVO:ARR,8,Maasoever via CS en JBZ - Vught,,3,00ff00,000000,
127372,BRAVO:ARR,9,Maasoever via CS en JBZ - Vught,,3,008080,ffffff,
127373,BRAVO:ARR,10,Maaspoort - CS,,3,008080,ffffff,
127374,BRAVO:ARR,11,Centraal Station - De Aawijk,,3,,,
127375,BRAVO:ARR,60,P+R Deutersestraat - Centrum v.v.,,3,,,
127376,BRAVO:ARR,70,P+R De Vliert - Centrum v.v.,,3,,,
127377,BRAVO:ARR,80,P+R Pettelaarpark - Centrum v.v.,,3,,,
127378,BRAVO:ARR,1,ETZ Elisabeth via CS - Noord-Quirijnstok,,3,,,
127379,BRAVO:ARR,2,Goirle via CS - Reeshof,,3,,,
127380,BRAVO:ARR,3,Reeshof - Centraal Station,,3,,,
127381,BRAVO:ARR,4,Centraal Station - Reeshof,,3,,,
127382,BRAVO:ARR,5,Centraal Station - Noord-Stokhasselt,,3,,,
127383,BRAVO:ARR,6,Centraal Station - Noord-Heikant,,3,,,
127384,BRAVO:ARR,7,De Blaak via CS - West-Paletplein,,3,,,
127385,BRAVO:ARR,8,Centraal Station - Het Laar,,3,,,
127386,BRAVO:ARR,9,Centraal Station via Berkel-Enschot - Udenhout,,3,,,
127387,BRAVO:ARR,800,'s-Hertogenbosch - De Efteling,,3,,,
127388,BRAVO:ARR,801,Tilburg - De Efteling,,3,,,
127389,BRAVO:ARR,310,Rotterdam - Bergen op Zoom,,3,009da5,000000,
127390,BRAVO:ARR,311,Breda via Etten-Leur - Oud Gastel,,3,009da5,000000,
127391,BRAVO:ARR,312,Breda via Etten-Leur - Roosendaal,,3,009da5,000000,
127392,BRAVO:ARR,316,Breda - Etten-Leur,,3,009da5,000000,
127393,BRAVO:ARR,325,Breda - Oosterhout,,3,009da5,000000,
127394,BRAVO:ARR,326,Breda via Oosterhout - Geertruidenberg,,3,009da5,000000,
127395,BRAVO:ARR,327,Breda via Oosterhout - Tilburg,,3,009da5,000000,
127396,BRAVO:ARR,328,Oosterhout - Tilburg,,3,009da5,000000,
127397,BRAVO:ARR,603,Willemstad via Oud Gastel - Roosendaal,,3,0000ff,ffffff,
127398,BRAVO:ARR,610,Klundert - Oudenbosch,,3,0000ff,ffffff,
127399,BRAVO:ARR,611,Breda via Etten-Leur - Oud Gastel,,3,0000ff,ffffff,
127400,BRAVO:ARR,613,Steenbergen - Wouw,,3,0000ff,ffffff,
127401,BRAVO:ARR,614,Anna Jacobapolder - Steenbergen,,3,0000ff,ffffff,
127402,BRAVO:ARR,615,Breda - Zundert,,3,0000ff,ffffff,
127403,BRAVO:ARR,617,Zevenbergen-Willemstad,,3,0000ff,ffffff,
127404,BRAVO:ARR,618,Moerdijk - Drie hoefijzers,,3,0000ff,ffffff,
127405,BRAVO:ARR,620,Werkendam - Dordrecht,,3,0000ff,ffffff,
127406,BRAVO:ARR,621,'s-Hertogenbosch - Werkendam,,3,0000ff,ffffff,
127407,BRAVO:ARR,628,Hank - 's-Hertogenbosch,,3,0000ff,ffffff,
127408,BRAVO:ARR,631,Dongen - Rijen,,3,,,
127409,BRAVO:ARR,633,Wijk en Aalburg - Waalwijk,,3,0000ff,ffffff,
127410,BRAVO:ARR,670,Wagenberg - Andel Prinsentuin,,3,0000ff,ffffff,
127411,BRAVO:ARR,671,Oosterhout - Andel Prinsentuin,,3,0000ff,ffffff,
127412,BRAVO:ARR,672,Dongen - Andel Prinsentuin,,3,0000ff,ffffff,
127413,BRAVO:ARR,673,Dongen - Andel Prinsentuin,,3,0000ff,ffffff,
127414,BRAVO:ARR,674,Loon op Zand - Andel Prinsentuin,,3,0000ff,ffffff,
127415,BRAVO:ARR,675,Vlijmen - Andel Prinsentuin,,3,0000ff,ffffff,
127416,BRAVO:ARR,676,Hank - Andel Prinsentuin,,3,0000ff,ffffff,
126289,BRAVO:CXX,2,Eindhoven Blixembosch Oost - Station,,3,,,
126290,BRAVO:CXX,3,Eindhoven Blixembosch West - Station,,3,,,
126291,BRAVO:CXX,4,Eindhoven Heesterakker - Station,,3,,,
126292,BRAVO:CXX,5,Eindhoven 't Hofke - Station,,3,,,
126293,BRAVO:CXX,6,Nuenen - Eindhoven Station,,3,,,
126294,BRAVO:CXX,7,Veldhoven MMC - Eindhoven Station,,3,,,
126295,BRAVO:CXX,8,Acht - Station,,3,,,
126296,BRAVO:CXX,9,Best Station - Eindhoven Station,,3,,,
126297,BRAVO:CXX,10,Oirschot Kazerne - Eindhoven Station,,3,,,
126298,BRAVO:CXX,11,Weert Station - Maarheeze - Eindhoven Station,,3,,,
126299,BRAVO:CXX,12,Eindhoven Gijzenrooi - Eindhoven Station,,3,,,
126300,BRAVO:CXX,14,Veldhoven Zilverackers - Eindhoven Station,,3,,,
126301,BRAVO:CXX,15,Veldhoven Abdijlaan - Eindhoven Station,,3,,,
126302,BRAVO:CXX,16,Veldhoven MMC - Eindhoven Station,,3,,,
126303,BRAVO:CXX,17,Eindhoven Kortonjolaan - Station,,3,,,
126304,BRAVO:CXX,18,Bergeijk - Veldhoven - Eindhoven Station,,3,,,
126305,BRAVO:CXX,19,Bladel - Eersel - Eindhoven Station,,3,,,
126306,BRAVO:CXX,20,Veldhoven MMC - Airport - Best Station,,3,,,
126307,BRAVO:CXX,21,Son en Breugel - Ekkersrijt,,3,,,
126308,BRAVO:CXX,23,Helmond Station - Boxmeer Station,,3,,,
126309,BRAVO:CXX,24,Helmond Station - Mierlo - Eindhoven Station,,3,,,
126310,BRAVO:CXX,25,Helmond Station - Donk - Gemert,,3,,,
126311,BRAVO:CXX,26,Helmond Station - Gemert,,3,,,
126312,BRAVO:CXX,28,Meijel - Deurne,,3,,,
126313,BRAVO:CXX,51,Eeuwsels - Helmond Station,,3,,,
126314,BRAVO:CXX,52,Helmond Station - Rijpelberg,,3,,,
126315,BRAVO:CXX,53,Helmond Station - Helmond Straakven,,3,,,
126316,BRAVO:CXX,54,Helmond Station - Brouwhuis,,3,,,
126317,BRAVO:CXX,55,Helmond - Stiphout,,3,,,
126318,BRAVO:CXX,114,Eindhoven Station - De Hurk,,3,,,
126319,BRAVO:CXX,119,Eindhoven Station - Veldhoven ASML,,3,,,
126320,BRAVO:CXX,123,Boxmeer - Gemert,,3,,,
126321,BRAVO:CXX,150,Helmond Station - Station 't Hout,,3,,,
126322,BRAVO:CXX,317,Dommelen - Valkenswaard - Eindhoven Station,,3,,,
126323,BRAVO:CXX,318,Luyksgestel - Valkenswaard - Eindhoven Station,,3,,,
126324,BRAVO:CXX,319,Reusel - Eersel - Eindhoven Station,,3,,,
126325,BRAVO:CXX,320,Helmond Station - Asten - Eindhoven Station,,3,,,
126326,BRAVO:CXX,321,Gemert - Eindhoven Station,,3,,,
126327,BRAVO:CXX,322,Uden - Gerwen - Eindhoven Station,,3,,,
126328,BRAVO:CXX,323,Gemert - Eindhoven Station,,3,,,
126329,BRAVO:CXX,324,Geldrop Coevering - Eindhoven Station,,3,,,
126330,BRAVO:CXX,400,Eindhoven Airport - Eindhoven Station,,3,,,
126331,BRAVO:CXX,401,Eindhoven Airport - Eindhoven Station,,3,,,
126332,BRAVO:CXX,402,Veldhoven Zonderwijk - Eindhoven Station,,3,,,
126333,BRAVO:CXX,403,Veldhoven de Dom/Berg - Eindhoven Station,,3,,,
126334,BRAVO:CXX,404,Nuenen - Summa College - Eindhoven Station,,3,,,
126335,BRAVO:CXX,405,Eindhoven Achtse Barrier - Station,,3,,,
126336,BRAVO:CXX,406,Son - Ekkersrijt - Eindhoven Station,,3,,,
126337,BRAVO:CXX,407,High Tech Campus - Eindhoven Station,,3,,,
126338,BRAVO:CXX,408,High Tech Campus - Eindhoven Station,,3,,,
126339,BRAVO:CXX,610,Eindhoven Internationale school - Station,,3,,,
126340,BRAVO:CXX,614,Eindhoven Station - J.Eliasweg,,3,,,
126341,BRAVO:CXX,656,Budel-Maarheeze-Valkenswaard,,3,,,
126342,BRAVO:CXX,657,Sterksel-Heeze-Leende-Valkenswaard,,3,,,
122253,BRENG,1,De Laar - Arnhem CS,,3,,,
122254,BRENG,2,Arnhem CS - De Laar,,3,,,
122255,BRENG,3,Arnhem Burgers Zoo - Het Duifje,,3,,,
122256,BRENG,4,WKC Kronenburg - Het Duifje,,3,,,
122257,BRENG,5,Arnhem Schuytgraaf - Presikhaaf,,3,,,
122258,BRENG,6,Arnhem CS - Elsweide,,3,,,
122259,BRENG,7,Arnhem Geitenkamp - Rijkerswoerd,,3,,,
122260,BRENG,8,Arnhem CS - Velp,,3,,,
122261,BRENG,9,Schaarsbergen - Arnhem CS,,3,,,
122262,BRENG,10,Arnhem CS - Papendal,,3,,,
122263,BRENG,11,Station Arnhem Zuid - Arnhem CS,,3,,,
122264,BRENG,12,Arnhem CS - IJsseloord 2,,3,,,
122265,BRENG,14,Arnhem CS - Elst - Nijmegen Brakkenstein,,3,,,
122266,BRENG,21,Arnhem CS - Velp Beekhuizenseweg,,3,,,
122267,BRENG,26,Arnhem CS - Dieren Station,,3,,,
122268,BRENG,27,Arnhem CS - Doetinchem,,3,,,
122269,BRENG,29,Arnhem CS - Doetinchem,,3,,,
122270,BRENG,33,Arnhem CS - Bemmel -  Nijmegen CS,,3,,,
122271,BRENG,35,Bemmel - Elst - Zetten,,3,,,
122272,BRENG,51,Wageningen Station - Arnhem CS,,3,,,
122273,BRENG,54,Renkum - Heteren,,3,,,
122274,BRENG,56,Heteren - Arnhem CS,,3,,,
122275,BRENG,57,Wageningen - Heteren - Arnhem,,3,,,
122276,BRENG,60,Tolkamer - Arnhem CS,,3,,,
122277,BRENG,61,Westervoort Station - Duiven Centerpoort Noord,,3,,,
122278,BRENG,62,Duiven Centerpoort Noord - Arnhem CS,,3,,,
122279,BRENG,72,Arnhem CS - Huissen Bergerden,,3,,,
122280,BRENG,77,Arnhem CS - CIOS,,3,,,
122281,BRENG,78,Papendal - Beekdal Lyceum,,3,,,
122282,BRENG,300,Arnhem CS - Nijmegen Heyendaal,,3,,,
122283,BRENG,331,Velp Zuid - Arnhem - Nijmegen Weezenhof / Aldenhof,,3,,,
122284,BRENG,352,Wageningen Busstation - Arnhem CS,,3,,,
122285,BRENG,524,Spankeren - Dieren Station,,3,,,
122286,BRENG,525,Dieren Station - Dieren West,,3,,,
122287,BRENG,526,Dieren Station - Dieren Noord,,3,,,
122288,BRENG,555,Aerdt - Zevenaar - Groot Holthuizen,,3,,,
122289,BRENG,556,Heteren - Elst,,3,,,
122290,BRENG,560,Herwen - Zevenaar Ziekenhuis,,3,,,
122291,BRENG,566,Spijk - Zevenaar Station,,3,,,
122292,BRENG,589,Doorwerth De Weerd - Wolfheze Het Schild,,3,,,
122293,BRENG,590,Doorwerth De Weerd - Wolfheze Het Schild,,3,,,
122294,BRENG,627,Giesbeek - Doetinchem,,3,,,
122296,BRENG,RS32,Arnhem - Doetinchem,,2,,,
122297,BRENG,2,St Maartenskliniek - Nijmegen CS - Lindenholt West,,3,,,
122298,BRENG,3,Oosterhout - Nijmegen CS,,3,,,
122299,BRENG,4,Nijmegen Aldenhof - Dukenburg - Lindenholt Oost,,3,,,
122300,BRENG,5,Beuningen - Groesbeek de Horst,,3,,,
122301,BRENG,6,Nijmegen Station Dukenburg - CS - Neerbosch Oost,,3,,,
122302,BRENG,8,Nijmegen Hatert - CS - Berg en Dal,,3,,,
122303,BRENG,9,Nijmegen CS - Grave Busstation,,3,,,
122304,BRENG,10,Nijmegen CS - Heyendaal - CS,,3,,,
122305,BRENG,11,Beuningen - Nijmegen Dukenburg,,3,,,
122306,BRENG,12,Druten - Nijmegen CS,,3,,,
122307,BRENG,13,Dukenburg - Bijsterhuizen,,3,,,
122308,BRENG,15,Lent - CS - Wijchen Zuid,,3,,,
122310,BRENG,65,Beuningen Kerk - Wijchen Mozaiek,,3,,,
122311,BRENG,76,Millingen - Groesbeek,,3,,,
122312,BRENG,80,Millingen - Ooij - Nijmegen CS,,3,,,
122313,BRENG,82,Millingen - Nijmegen CS,,3,,,
122314,BRENG,83,Nijmegen CS - Gennep - Venlo Station,,3,,,
122315,BRENG,85,Nijmegen CS - Druten Busstation,,3,,,
122316,BRENG,89,Nijmegen CS - Druten Busstation,,3,,,
122317,BRENG,99,Nijmegen CS - Grave - Uden Busstation,,3,,,
122318,BRENG,561,Wijchen Station - Malden Schoolstraat,,3,,,
122319,BRENG,562,Beek - Groesbeek - Malden,,3,,,
122320,BRENG,563,Wijchen Mozaiek - Batenburg RK Kerk,,3,,,
122321,BRENG,564,Groesbeek Stekkenberg - Molenhoek Station,,3,,,
122322,BRENG,565,Beuningen Kerk - Wijchen Mozaiek,,3,,,
122323,BRENG,568,Wijchen Mozaiek - Escharen Burg. De Bourbonplein,,3,,,
122324,BRENG,569,Malden Schoolstraat - Middelaar Gemeenschapshuis,,3,,,
122325,BRENG,58,Emmerich - Kleve Bahnhof - Nijmegen CS - Heyendaal,,3,,,
124482,BRENG,42,Tiel - Druten,,3,,,
127459,BRENG,830,Arnhem - Huissen - Bemmel,,3,,,
127460,BRENG,831,Arnhem - Oosterhout,,3,,,
127461,BRENG,833,Arnhem - Huissen - Bemmel,,3,,,
127462,BRENG,843,Arnhem - Doesburg,,3,,,
127463,BRENG,852,Arnhem - Wageningen Station,,3,,,
127464,BRENG,853,Arnhem - Zetten,,3,,,
127465,BRENG,862,Arnhem - Duiven,,3,,,
122451,CXX,2,Spaarnwoude Station - Delftplein/Spaarne Gasthuis,,3,00ccff,000000,
122452,CXX,3,Haarlem Schalkwijk - IJmuiden Rotonde Stadspark,,3,ff99ff,ffffff,
122453,CXX,4,Haarlem Schalkwijk - Vogelenzang Henk Lensenlaan,,3,66cc33,000000,
122454,CXX,7,Haarlem Station - NOVA College - Spaarne College,,3,ffcc00,000000,
122455,CXX,8,Haarlem Station - NOVA College - Hogeschool,,3,ffcc00,000000,
122456,CXX,9,Vogelenzang Henk Lensenlaan - Huis te Bennebroek,,3,ffff00,000000,
122457,CXX,12,Delftplein/Spaarne Gasthuis - Spaarndam,,3,ffcc00,000000,
122458,CXX,14,Heemstede Station - Delftplein/Spaarne Gasthuis,,3,0000ff,ffffff,
122459,CXX,15,Haarlem Station - Haarlem Waarderweg,,3,ffff00,000000,
122460,CXX,71,Beverwijk Station - Uitgeest Station,,3,00ccff,000000,
122461,CXX,72,Beverwijk Station - Heemskerk Centrum,,3,ff99ff,ffffff,
122462,CXX,73,Haarlem Schalkwijk - Castricum Station,,3,9b3214,ffffff,
122463,CXX,74,IJmuiden Dennekoplaan - Heemskerk Centrum,,3,ffff00,000000,
122464,CXX,75,Beverwijk Station - Wijk aan Zee Julianaplein,,3,66cc33,000000,
122465,CXX,76,Beverwijk Station - Beverwijk Bazaar,,3,ffcc00,000000,
122466,CXX,78,Beverwijk Station - Wijk aan Zee Julianaplein,,3,0000ff,ffffff,
122467,CXX,80,Zandvoort Centrum - Amsterdam Elandsgracht,,3,ffcc00,000000,
122468,CXX,81,Haarlem Station - Zandvoort Centrum,,3,d1ea32,000000,
122470,CXX,N80,Amsterdam Leidseplein - Beverwijk via Haarlem,,3,ffcc00,000000,
122471,CXX,382,IJmuiden aan Zee - Amsterdam Sloterdijk,,3,ff0000,ffffff,
122472,CXX,385,Haarlem Station - IJmuiden Dennekoplaan,,3,ff0000,ffffff,
122473,CXX,481,Buurtbus: Vijver - Delftplein/Spaarne Gasthuis,,3,ffff00,000000,
122474,CXX,567,Haarlem Wim van Eststraat - Cruquius Spaarne Werkt,,3,afb4b9,000000,
122475,CXX,568,Delftplein/Spaarne Gasth - Cruquius Spaarne Werkt,,3,afb4b9,000000,
122476,CXX,569,Cruquius Spaarne Werkt - Haarlem Delftplein,,3,afb4b9,000000,
122477,CXX,572,Wijk aan Zee - Heemskerk Centrum,,3,afb4b9,000000,
122478,CXX,680,Zwanenburg Kinheim - Aerdenhout Boekenroodeweg,,3,ffcc00,000000,
122479,CXX,104,Renesse - Spijkenisse Metro Centrum,,3,,,
122480,CXX,134,Middelharnis Gemeentehuis - Middelharnis Binnenhof,,3,,,
122481,CXX,160,Goudswaard - Rotterdam Zuidplein,,3,,,
122482,CXX,163,Oud-Beijerland - Rotterdam Lombardijen,,3,,,
122483,CXX,164,Zuid-Beijerland - Heinenoord Busstation,,3,,,
122484,CXX,166,Dordrecht CS - Rotterdam Zuidplein,,3,,,
122485,CXX,167,Strijen - Heinenoord Busstation,,3,,,
122486,CXX,169,Willemstad - Numansdorp Viaduct A29,,3,,,
122487,CXX,170,Goudswaard - Rotterdam Zuidplein,,3,,,
122488,CXX,171,Oud-Beijerland - Rotterdam Zuidplein,,3,,,
122489,CXX,172,Oud-Beijerland - Rotterdam Zuidplein,,3,,,
122490,CXX,174,Numansdorp - Rotterdam Zuidplein,,3,,,
122491,CXX,176,Dordrecht CS - Rotterdam Zuidplein,,3,,,
122492,CXX,177,Strijen - Rotterdam Zuidplein,,3,,,
122493,CXX,194,Zuid-Beijerland - Numansdorp,,3,,,
122494,CXX,436,Ouddorp - Rotterdam Zuidplein,,3,ff0000,ffffff,
122495,CXX,437,Dirksland - Rotterdam Zuidplein,,3,ff0000,ffffff,
122496,CXX,604,Ouddorp - Brielle,,3,,,
122497,CXX,630,Hellevoetsluis - Middelharnis,,3,,,
122498,CXX,635,Ooltgensplaat - Middelharnis,,3,,,
122499,CXX,639,Ouddorp - Middelharnis,,3,,,
122500,CXX,662,Numansdorp - Oud-Beijerland,,3,,,
122501,CXX,663,Goudswaard - Rotterdam Lombardijen,,3,,,
122502,CXX,664,Oud-Beijerland - Numansdorp Viaduct A29,,3,,,
122503,CXX,666,Maasdam - Oud-Beijerland,,3,,,
122504,CXX,667,Strijen - Oud-Beijerland,,3,,,
122505,CXX,668,'s-Gravendeel - Oud-Beijerland,,3,,,
122506,CXX,669,Willemstad - Oud-Beijerland,,3,,,
122507,CXX,711,Oud-Beijerland-Zuid-Beijerland,,3,,,
122508,CXX,712,Zuid-Beijerland - Oud-Beijerland,,3,,,
122509,CXX,715,Strijen - s'-Gravendeel,,3,,,
122510,CXX,716,Heinenoord - Barendrecht,,3,,,
122511,CXX,735,Middelharnis - Ooltgensplaat,,3,,,
122512,CXX,738,Herkingen - Middelharnis,,3,,,
122513,CXX,860,Rotterdam CS - Goudswaard,,3,,,
122514,CXX,867,Rotterdam CS - Numansdorp,,3,,,
122984,CXX,500,Rotterdam Kralingse Zoom - Rivium,,3,,,
122985,CXX,N30,IJmuiden Dennekoplaan - Amsterdam Bijlmer ArenA,,3,77216f,ffffff,
122986,CXX,N47,Uithoorn Busstation - Amsterdam CS,,3,ffcc00,000000,
122987,CXX,N57,Aalsmeer Busstation - Amsterdam CS,,3,ffcc00,000000,
122988,CXX,N90,Knooppunt Schiphol Noord - Schiphol P30,,3,0059ff,ffffff,
122989,CXX,N97,Nieuw-Vennep P+R Getsewoud Zuid - Amsterdam CS,,3,ffcc00,000000,
122990,CXX,FLEX,FLEX: Uithoorn Busstation - Amstelveen Busstation,,3,,,
122991,CXX,160,Hoofddorp Centrum - Hoofddorp Station,,3,afb4b9,000000,
122992,CXX,161,Zwanenburg Kinheim - Hoofddorp Station,,3,afb4b9,000000,
122993,CXX,162,Lisse Centrum - Hoofddorp Station,,3,afb4b9,000000,
122994,CXX,FLEX,FLEX: Rijsenhout - Schiphol Rijk,,3,,,
122995,CXX,FLEX,FLEX: Buitenkaag - Nieuw Vennep,,3,,,
122996,CXX,169,Hoofddorp: Station - Spaarne Gasthuis - SKWA,,3,afb4b9,000000,
122997,CXX,171,Aalsmeer Busstation - Amsterdam Bijlmer ArenA,,3,afb4b9,000000,
122998,CXX,174,Uithoorn - Amstelveen KLM Hoofdkantoor,,3,afb4b9,000000,
122999,CXX,178,Amstelveen Poortwachter - Amsterdam Station Zuid,,3,afb4b9,000000,
123000,CXX,180,Cirkellijn Schiphol P30 Parkeerterrein,,3,0059ff,ffffff,
123001,CXX,181,Cirkellijn Schiphol Knooppunt Schiphol Noord,,3,0059ff,ffffff,
123002,CXX,185,Justitieel Complex - Schiphol Airport,,3,0059ff,ffffff,
123003,CXX,186,Amstelveen Busstation - Schiphol P30,,3,0059ff,ffffff,
123004,CXX,190,Schiphol Knooppunt Noord - Schiphol P30,,3,0059ff,ffffff,
123005,CXX,191,(Knooppunt Noord) - P30 - Schiphol Anchoragelaan,,3,0059ff,ffffff,
123006,CXX,192,Hoofddorp Centrum - Schiphol Knooppunt Noord,,3,0059ff,ffffff,
123007,CXX,194,A'dam Matterhorn - Knooppunt Noord - (P30),,3,0059ff,ffffff,
123008,CXX,195,A'dam Lelylaan - Knooppunt Noord - (P30),,3,0059ff,ffffff,
123009,CXX,198,Schiphol Airport - Amsterdam Station Zuid,,3,0059ff,ffffff,
123010,CXX,199,Amstelveen Busstation - Knooppunt Noord - (P30),,3,0059ff,ffffff,
123011,CXX,200,Amsterdam Gaasperplas - Schiphol Airport,,3,77216f,ffffff,
123012,CXX,255,Haarlem Station - Amsterdam Bijlmer ArenA,,3,afb4b9,000000,
123013,CXX,257,Amsterdam Elandsgracht - Aalsmeer Busstation,,3,afb4b9,000000,
123014,CXX,271,Amsterdam Gaasperplas - Aalsmeer Floraholland,,3,afb4b9,000000,
123015,CXX,274,Uithoorn Amstelplein - Uithoorn Willem Klooslaan,,3,afb4b9,000000,
123016,CXX,300,Haarlem Station - Amsterdam Bijlmer ArenA,,3,77216f,ffffff,
123017,CXX,340,Haarlem Station - Uithoorn Busstation,,3,ff0000,ffffff,
123019,CXX,343,Hoofddorp: Station - Hoofddorp SKWA,,3,ffcc00,000000,
123020,CXX,346,Haarlem Station - Amsterdam Station Zuid,,3,d1ea32,000000,
123021,CXX,356,Haarlem Station - Amsterdam Bijlmer ArenA,,3,77216f,ffffff,
123022,CXX,357,Kudelstaart/Aalsmeer - Amsterdam Elandsgracht,,3,ffcc00,000000,
123023,CXX,397,Nieuw-Vennep P+R Getsew - Amsterdam Elandsgracht,,3,ffcc00,000000,
123024,CXX,401,Bennebroek Anemonenplein - Hoofddorp Station,,3,afb4b9,000000,
123025,CXX,149,Amstelveen Busstation - Uithoorn Busstation,,3,afb4b9,000000,
123026,CXX,163,Rijsenhout Kleine Poellaan - Hoofddorp Station,,3,afb4b9,000000,
123027,CXX,164,Buitenkaag Kaagpont - Nieuw Vennep Station,,3,afb4b9,000000,
123030,CXX,102,Bergen op Zoom - Oude Tonge,,3,,,
123031,CXX,107,St. Annaland - Bergen op Zoom,,3,,,
123032,CXX,108,Stavenisse - Bergen op Zoom,,3,,,
123033,CXX,209,Bergen op Zoom - St.Annaland,,3,,,
123034,CXX,602,St.Maartensdijk - Sommelsdijk,,3,,,
123035,CXX,603,St.Maartensdijk - Bergen op Zoom,,3,,,
123036,CXX,618,St. Maartensdijk - Halsteren,,3,,,
123037,CXX,619,St.Maartensdijk - Steenspil,,3,,,
123038,CXX,622,St.Maartensdijk - Sommelsdijk,,3,,,
123039,CXX,1,Oostburg - Schoondijke - Terneuzen,,3,,,
123040,CXX,5,Oostburg - Waterlandkerkje - Terneuzen,,3,,,
123041,CXX,6,Terneuzen - Zelzate,,3,,,
123042,CXX,9,Terneuzen Busstation - Terneuzen DOW,,3,,,
123043,CXX,10,Terneuzen - Hulst,,3,,,
123044,CXX,19,Hulst - Roosendaal,,3,,,
123045,CXX,20,Hulst - Goes,,3,,,
123046,CXX,23,'s-Heerenhoek - Goes,,3,,,
123047,CXX,27,Yerseke - Goes,,3,,,
123048,CXX,31,Kamperland - Goes,,3,,,
123049,CXX,42,Brugge - Breskens,,3,,,
123050,CXX,50,Middelburg - Terneuzen - Gent,,3,,,
123051,CXX,52,Domburg - Middelburg,,3,,,
123052,CXX,53,Middelburg - Domburg,,3,,,
123053,CXX,56,Middelburg - Koudekerke - Vlissingen,,3,,,
123054,CXX,57,Middelburg - Oost-Souburg - Vlissingen,,3,,,
123055,CXX,58,Middelburg - West-Souburg - Vlissingen,,3,,,
123056,CXX,65,Middelburg Station - Middelburg Podium/Scalda,,3,,,
123057,CXX,132,Goes - Zierikzee,,3,,,
123058,CXX,133,Middelburg - Oude Tonge,,3,,,
123059,CXX,134,Zierikzee - Brouwershaven - Zierikzee,,3,,,
123060,CXX,184,Goes Station - Goes Ziekenhuis,,3,,,
123061,CXX,185,Goes Station - Goes Ziekenhuis,,3,,,
123062,CXX,210,Terneuzen - Hulst,,3,,,
123063,CXX,220,Terneuzen Ziekenhuis - Terneuzen Dethon,,3,,,
123064,CXX,395,Zierikzee - Rotterdam Zuidplein,,3,,,
123065,CXX,507,Axel - St.Jansteen,,3,,,
123066,CXX,511,Terneuzen - Sas van Gent,,3,,,
123067,CXX,513,Sas Van Gent - Axel,,3,,,
123068,CXX,515,Breskens - Biervliet,,3,,,
123069,CXX,569,"Middelburg, Station - Station",,3,,,
123070,CXX,580,Goes - Kattendijke,,3,,,
123071,CXX,581,Vlissingen Oost - Middelburg,,3,,,
123072,CXX,582,Oud Sabbinge - Goes,,3,,,
123073,CXX,583,Westkapelle - Veere,,3,,,
123074,CXX,584,Middelburg - Veere,,3,,,
123075,CXX,589,Ossenisse - Clinge,,3,,,
123076,CXX,591,Nieuwerkerk - Dreischor - Zierikzee,,3,,,
123077,CXX,592,Nieuwerkerk - Ouwerkerk - Zierikzee,,3,,,
123078,CXX,593,Kats - Kortgene,,3,,,
123079,CXX,594,Rilland - Kruiningen,,3,,,
123080,CXX,595,Goes - Hoedekenskerke,,3,,,
123081,CXX,596,'s Heerenhoek - Ellewoutsdijk,,3,,,
123082,CXX,597,'s Heerenhoek - Hoedekenskerke,,3,,,
123083,CXX,598,'s-Heerenhoek - Heinkenszand,,3,,,
123084,CXX,599,Wemeldinge - Yerseke,,3,,,
123085,CXX,601,Oostburg - Terneuzen,,3,,,
123086,CXX,606,Sas van Gent - Terneuzen,,3,,,
123087,CXX,607,Hoek - Axel,,3,,,
123088,CXX,608,Sas van Gent - Hulst,,3,,,
123089,CXX,612,Eede - Oostburg,,3,,,
123090,CXX,623,Borssele - 's-Heerenhoek,,3,,,
123091,CXX,628,Westenschouwen - Goes,,3,,,
123092,CXX,629,Bruinisse - Goes,,3,,,
123093,CXX,631,Zierikzee - Middelharnis,,3,,,
123094,CXX,632,Middelharnis - Zierikzee,,3,,,
123095,CXX,633,Zierikzee - Vlissingen,,3,,,
123096,CXX,638,Goes Station - Goes Omnium,,3,,,
123097,CXX,639,Krabbendijke - Goes,,3,,,
123098,CXX,641,Middelburg - Goes,,3,,,
123099,CXX,643,St. Annaland - Goes,,3,,,
123100,CXX,644,Stavenisse - Goes,,3,,,
123101,CXX,645,Terneuzen - Krabbendijke,,3,,,
123102,CXX,646,Middelburg - Goes,,3,,,
123103,CXX,647,Domburg - Krabbendijke,,3,,,
123104,CXX,660,Hulst - Vlissingen,,3,,,
123455,CXX,163,Alkmaar Station - Uitgeest Station,,3,ffcc00,000000,
125329,CXX,2,Alkmaar Laan van Parijs - Alkmaar Station,,3,00ccff,000000,
125330,CXX,4,Alkmaar Station - Rietschoot via Vroonermeer,,3,ffcc00,000000,
125331,CXX,5,Alkmaar Station - Daalmeer - De Mare - Station,,3,ff99ff,ffffff,
125332,CXX,6,Alkmaar Station - De Mare - Daalmeer - Station,,3,9b3214,ffffff,
